wis_id,school_short,location,coach,,,,
49137,U.S. Coast Guard Academy,"New London, CT",coneheads,,,,
49138,U.S. Merchant Marine Academy,"Kings Point, NY",Sim AI,,,,
49133,Union College (NY),"Schenectady, NY",Sim AI,,,,
49428,University at Albany,"Albany, NY",Sim AI,,,,
49379,University at Buffalo,"Buffalo, NY",BanksSosa,,,,
49376,University of Akron,"Akron, OH",Sim AI,,,,
49371,University of Alabama at Birmingham,"Birmingham, AL",Sim AI,,,,
48983,"University of Alabama, Tuscaloosa","Tuscaloosa, AL",treyomo,,,,
48969,University of Arizona,"Tucson, AZ",daveymac,,,,
48984,"University of Arkansas, Fayetteville","Fayetteville, AR",AZHawg,,,,
49070,University of Arkansas at Monticello,"Monticello, AR",Sim AI,,,"University of Arkansas, Monticello",
49504,University of Arkansas at Pine Bluff,"Pine Bluff, AR",Sim AI,,,"University of Arkansas, Pine Bluff",
48966,"University of California, Berkeley","Berkeley, CA",Sim AI,,,,
48971,"University of California, Los Angeles","Los Angeles, CA",cusumano55,,,,
49065,University of Central Arkansas,"Conway, AR",Sim AI,,,,
49368,University of Central Florida,"Orlando, FL",Sim AI,,,,
49078,University of Central Oklahoma,"Edmond, OK",abdfl,,,,
49107,University of Charleston,"Charleston, WV",Sim AI,,,,
49556,University of Chicago,"Chicago, IL",Sim AI,,,,
49346,University of Cincinnati,"Cincinnati, OH",Sim AI,,,,
49165,"University of Colorado, Boulder","Boulder, CO",Sim AI,,,,
49342,University of Connecticut,"Storrs, CT",huskers2010,,,,
49403,University of Dayton,"Dayton, OH",debruemmer,,,,
49436,University of Delaware,"Newark, DE",Sim AI,,,,
49191,University of Dubuque,"Dubuque, IA",Sim AI,,,,
49059,University of Findlay,"Findlay, OH",horndogs2s,,,,
48976,University of Florida,"Gainesville, FL",cebrake,,,,
48974,University of Georgia,"Athens, GA",dawgnation4,,,,
49008,University of Hawaii,"Honolulu, HI",Sim AI,,,,
49373,University of Houston,"Houston, TX",Sim AI,,,,
48993,University of Idaho,"Moscow, ID",canesfan4369,,,,
49351,"University of Illinois, Champaign","Champaign, IL",Sim AI,,,,
49523,University of Indianapolis,"Indianapolis, IN",zlionsfan,,,,
49361,University of Iowa,"Iowa City, IA",Sim AI,,,,
49164,University of Kansas,"Lawrence, KS",snooptym,,,,
48979,University of Kentucky,"Lexington, KY",Sim AI,,,,
49264,University of La Verne,"La Verne, CA",covman2003,,,,
48988,University of Louisiana at Lafayette,"Lafayette, LA",Sim AI,,,,
48989,University of Louisiana at Monroe,"Monroe, LA",Sim AI,,,,
49345,University of Louisville,"Louisville, KY",polarsi,,,,
49442,"University of Maine, Orono","Orono, ME",Sim AI,,,,
49306,University of Mary Hardin-Baylor,"Belton, TX",Sim AI,,,,
49157,"University of Maryland, College Park","College Park, MD",Sim AI,,,,
49437,University of Massachusetts Amherst,"Amherst, MA",Sim AI,,,"University of Massachusetts, Amherst",
49199,University of Massachusetts Dartmouth,"North Dartmouth, MA",mayoscm30,,,"University of Massachusetts, Dartmouth",
49366,University of Memphis,"Memphis, TN",Sim AI,,,,
49158,University of Miami (Florida),"Coral Gables, FL",huskerfan26,,,,
49354,University of Michigan,"Ann Arbor, MI",hypnotoad,,,,
49501,University of Minnesota Crookston,"Crookston, MN",Soni1428,,,"University of Minnesota, Crookston",
49103,University of Minnesota Duluth,"Duluth, MN",Sim AI,,,"University of Minnesota, Duluth",
49355,University of Minnesota Twin Cities,"Minneapolis, MN",strieffman,,,"University of Minnesota, Twin Cities",
48985,University of Mississippi,"University, MS",Sim AI,,,,
49163,"University of Missouri, Columbia","Columbia, MO",Sim AI,,,,
49093,University of Missouri Rolla,"Rolla, MO",powercatryan,,,"University of Missouri, Rolla",
48996,University of Montana,"Missoula, MT",Sim AI,,,,
49463,University of Nebraska at Kearney,"Kearney, NE",Sim AI,,,,
49479,University of Nebraska at Omaha,"Omaha, NE",Sim AI,,,,
49162,"University of Nebraska, Lincoln","Lincoln, NE",husker68144,,,,
49433,University of Nevada,"Reno, NV",Sim AI,,,,
49007,"University of Nevada, Las Vegas","Las Vegas, NV",Sim AI,,,,
49443,University of New Hampshire,"Durham, NH",Sim AI,,,,
49001,University of New Mexico,"Albuquerque, NM",Sim AI,,,,
49071,University of North Alabama,"Florence, AL",johnalanharr,,,,
49152,"University of North Carolina, Chapel Hill","Chapel Hill, NC",trmcco2,,,,
49480,University of North Dakota,"Grand Forks, ND",Sim AI,,,,
48994,University of North Texas,"Denton, TX",trimhunter99,,,,
49018,University of Northern Iowa,"Cedar Falls, IA",jhunterz,,,,
49362,University of Notre Dame,"Notre Dame, IN",mikesy,,,,
49167,University of Oklahoma,"Norman, OK",hookemhorns7,,,,
48963,University of Oregon,"Eugene, OR",Sim AI,,,,
49027,University of Pennsylvania,"Philadelphia, PA",Sim AI,,,,
49343,University of Pittsburgh,"Pittsburgh, PA",Sim AI,,,,
49246,University of Puget Sound,"Tacoma, WA",Sim AI,,,,
49265,University of Redlands,"Redlands, CA",olemissman19,,,,
49438,University of Rhode Island,"Kingston, RI",Sim AI,,,,
49444,University of Richmond,"Richmond, VA",shanmeg,,,,
49134,University of Rochester,"Rochester, NY",Sim AI,,,,
49404,University of San Diego,"San Diego, CA",chetty1963,,,,
48978,"University of South Carolina, Columbia","Columbia, SC",Sim AI,,,,
49481,University of South Dakota,"Vermillion, SD",Sim AI,,,,
49347,University of South Florida,"Tampa, FL",Sim AI,,,,
48970,University of Southern California,"Los Angeles, CA",rwmcdonald31,,,,
49374,University of Southern Mississippi,"Hattiesburg, MS",connorwilly,,,,
49563,University of St. Thomas (Minnesota),"St. Paul, MN",Sim AI,,,,
49044,University of Tennessee Chattanooga,"Chattanooga, TN",Sim AI,,,University of Tennessee at Chattanooga,
49391,University of Tennessee at Martin,"Martin, TN",Sim AI,,,,
48975,"University of Tennessee, Knoxville","Knoxville, TN",hlbart,,,,
49168,University of Texas at Austin,"Austin, TX",jjl58,,,,
49000,University of Texas at El Paso,"El Paso, TX",Sim AI,,,,
49261,University of the South Sewanee,"Sewanee, TN",Ereams,,,"University of the South, Sewanee",
49382,University of Toledo,"Toledo, OH",Sim AI,,,,
49365,University of Tulsa,"Tulsa, OK",Sim AI,,,,
49002,University of Utah,"Salt Lake City, UT",Sim AI,,,,
49153,University of Virginia,"Charlottesville, VA",graham1958,,,,
48964,University of Washington,"Seattle, WA",mpmershon,,,,
49066,University of West Alabama,"Livingston, AL",Sim AI,,,,
49064,University of West Georgia,"Carrollton, GA",nelsonba25,,,,
49279,University of Wisconsin Eau Claire,"Eau Claire, WI",Sim AI,,,"University of Wisconsin, Eau Claire",
49280,University of Wisconsin La Crosse,"La Crosse, WI",psed,,,"University of Wisconsin, La Crosse",
49356,University of Wisconsin Madison,"Madison, WI",tmelonhead,,,"University of Wisconsin, Madison",
49285,University of Wisconsin Oshkosh,"Oshkosh, WI",Sim AI,,,"University of Wisconsin, Oshkosh",
49281,University of Wisconsin Platteville,"Platteville, WI",Sim AI,,,"University of Wisconsin, Platteville",
49282,University of Wisconsin River Falls,"River Falls, WI",gallaa01,,,"University of Wisconsin, River Falls",
49283,University of Wisconsin Stevens Point,"Stevens Point, WI",Sim AI,,,"University of Wisconsin, Stevens Point",
49286,University of Wisconsin Stout,"Menomonie, WI",Sim AI,,,"University of Wisconsin, Stout",
49284,University of Wisconsin Whitewater,"Whitewater, WI",rh01647,,,"University of Wisconsin, Whitewater",
49003,University of Wyoming,"Laramie, WY",Sim AI,,,,
49129,Ursinus College,"Collegeville, PA",bornking,,,,
48973,US Air Force Academy,"USAF Academy, CO",Sim AI,,,,
48991,US Military Academy,"West Point, NY",schultz11,,,,
48990,US Naval Academy,"Annapolis, MD",drhayhurst,,,,
48995,Utah State University,"Logan, UT",Sim AI,,,,
49146,Utica College,"Utica, NY",Sim AI,,,,
49072,Valdosta State University,"Valdosta, GA",majique,,,,
49405,Valparaiso University,"Valparaiso, IN",fla_dave,,,,
48977,Vanderbilt University,"Nashville, TN",Sim AI,,,,
49439,Villanova University,"Villanova, PA",nigbrunyee,,,,
49406,Virginia Military Institute,"Lexington, VA",Sim AI,,,,
49159,Virginia Polytechnic Institute and State University,"Blacksburg, VA",Sim AI,,,,
49509,Virginia State University,"Petersburg, VA",Sim AI,,,,
49510,Virginia Union University,"Richmond, VA",socaldevil,,,,
49235,Wabash College,"Crawfordsville, IN",Demeter33,,,,
49429,Wagner College,"Staten Island, NY",Sim AI,,,,
49154,Wake Forest University,"Winston-Salem, NC",Sim AI,,,,
49188,Wartburg College,"Waverly, IA",tbook,,,,
49094,Washburn University of Topeka ,"Topeka, KS",Sim AI,,,,
49193,Washington and Jefferson College,"Washington, PA",Sim AI,,,,
49249,Washington and Lee University,"Lexington, VA",Sim AI,,,,
48965,Washington State University,"Pullman, WA",Sim AI,,,,
49557,Washington University(Missouri) ,"St. Louis, MO",Sim AI,,,,
49106,Wayne State College (NE),"Wayne, NE",Sim AI,,,,
49060,Wayne State University (MI),"Detroit, MI",Sim AI,,,,
49194,Waynesburg College,"Waynesburg, PA",PSUsnakes,,,,
49450,Weber State University,"Ogden, UT",Sim AI,,,,
49230,Wesley College,"Dover, DE",Sim AI,,,,
49216,Wesleyan University(Connecticut) ,"Middletown, CT",Sim AI,,,,
49115,West Chester University of Pennsylvania ,"West Chester, PA",S_Cottrell23,,,,
49108,West Liberty State College,"West Liberty, WV",Sim AI,,,West LibertyState College,
49084,West Texas A&M University,"Canyon, TX",ktrotter,,,,
49109,West Virginia State College,"Institute, WV",dupala1,,,,
49344,West Virginia University,"Morgantown, WV",wew621,,,,
49475,"Montgomery, WV","Montgomery, WV",Sim AI,,,West Virginia UniversityInstituteof Technology,
49476,West Virginia Wesleyan College,"Buckhannon, WV",Sim AI,,,,
49040,Western Carolina University,"Cullowhee, NC",Sim AI,,,,
49139,Western Connecticut State University,"Danbury, CT",Sim AI,,,,
49014,Western Illinois University,"Macomb, IL",Sim AI,,,,
49015,Western Kentucky University,"Bowling Green, KY",manofsteele3,,,,
49384,Western Michigan University,"Kalamazoo, MI",Sim AI,,,,
49200,Western New England College,"Springfield, MA",mrbobbyj,,,,
49458,Western New Mexico University,"Silver City, NM",Sim AI,,,,
49484,Western Oregon University,"Monmouth, OR",Sim AI,,,,
49464,Western Colorado University,"Gunnison, CO",Sim AI,,,Western State College of Colorado ,
49485,Western Washington University,"Bellingham, WA",dow0405,,,,
49205,Westfield State College,"Westfield, MA",Sim AI,,,,
49278,Westminster College(Missouri) ,"Fulton, MO",Sim AI,,,,
49569,Westminster College(Pennsylvania) ,"New Wilmington, PA",Sim AI,,,,
49182,Wheaton College(Illinois) ,"Wheaton, IL",Sim AI,,,,
49266,Whittier College,"Whittier, CA",Sim AI,,,,
49525,Whitworth University,"Spokane, WA",Sim AI,,,,
49334,Widener University,"Chester, PA",Sim AI,,,,
49329,Wilkes University,"Wilkes-Barre, PA",Sim AI,,,,
49526,Willamette University,"Salem, OR",Sim AI,,,,
49224,William Paterson University of New Jersey,"Wayne, NJ",Sim AI,,,,
49212,Williams College,"Williamstown, MA",Sim AI,,,,
49542,Wilmington College(Ohio) ,"Wilmington, OH",westolla,,,,
49470,Wingate University,"Wingate, NC",Sim AI,,,,
49102,Winona State University,"Winona, MN",dburgin52,,,,
49517,Winston-Salem State University,"Winston-Salem, NC",EZ33FB,,,,
49317,Wisconsin Lutheran College,"Milwaukee, WI",Sim AI,,,,
49236,Wittenberg University,"Springfield, OH",Sim AI,,,,
49041,Wofford College,"Spartanburg, SC",Sim AI,,,,
49140,Worcester Polytechnic Institute,"Worcester, MA",Sim AI,,,,
49206,Worcester State College,"Worcester, MA",Sim AI,,,,
49028,Yale University,"New Haven, CT",DeBeque,,,,
49016,Youngstown State University,"Youngstown, OH",Ceph3,,,,
49691,Abilene Christian University,"Abilene, TX",Sim AI,,,,
50071,Adams State College,"Alamosa, CO",Sim AI,,,,
49807,Adrian College,"Adrian, MI",Sim AI,,,,
49660,Alabama A&M University,"Normal, AL",Sim AI,,,,
49661,Alabama State University,"Montgomery, AL",Sim AI,,,,
50089,Albany State University,"Albany, GA",Sim AI,,,,
49808,Albion College,"Albion, MI",Sim AI,,,,
49936,Albright College,"Reading, PA",rjreynolds,,,,
49662,Alcorn State University,"Alcorn State, MS",Sim AI,,,,
49754,Alfred University,"Alfred, NY",Sim AI,,,,
49843,Allegheny College,"Meadville, PA",Sim AI,,,,
49809,Alma College,"Alma, MI",Sim AI,,,,
50098,American International College,"Springfield, MA",Sim AI,,,,
49819,Amherst College,"Amherst, MA",Idkshea,,,,
49862,Anderson University (Indiana) ,"Anderson, IN",Sim AI,,,,
49692,Angelo State University,"San Angelo, TX",Sim AI,,,,
49648,Appalachian State University,"Boone, NC",Sim AI,,,,
49580,Arizona State University,"Tempe, AZ",Sim AI,,,,
49598,Arkansas State University,"Jonesboro, AR",Sim AI,,,,
49673,Arkansas Tech University,"Russellville, AR",Sim AI,,,,
50130,Ashland University,"Ashland, OH",Sim AI,,,,
50104,Assumption College,"Worcester, MA",Sim AI,,,,
49592,Auburn University,"Auburn, AL",Sim AI,,,,
50170,Augsburg College,"Minneapolis, MN",Ghostman53,,,,
49709,Augustana College,"Sioux Falls, SD",Sim AI,,,,
49793,Augustana College (Illinois) ,"Rock Island, IL",Sim AI,,,,
49759,Aurora University,"Aurora, IL",Sim AI,,,,
49919,Austin College,"Sherman, TX",holdaway,,,,
50019,Austin Peay State University,"Clarksville, TN",Sim AI,,,,
49879,Averett University,"Danville, VA",Sim AI,,,,
50145,Baldwin-Wallace College,"Berea, OH",Sim AI,,,,
49997,Ball State University,"Muncie, IN",Sim AI,,,,
49825,Bates College,"Lewiston, ME",Sim AI,,,,
49784,Baylor University,"Waco, TX",Sim AI,,,,
49948,Beloit College,"Beloit, WI",Sim AI,,,,
50110,Bemidji State University,"Bemidji, MN",Sim AI,,,,
50090,Benedict College,"Columbia, SC",Sim AI,,,,
49789,Benedictine University (Illinois) ,"Lisle, IL",Sim AI,,,,
50099,Bentley College,"Waltham, MA",Sim AI,,,,
50179,Bethany College (West Virginia) ,"Bethany, WV",mrbig987,,,,
50171,Bethel College (Minnesota) ,"St. Paul, MN",Sim AI,,,,
50030,Bethune-Cookman College,"Daytona Beach, FL",Sim AI,,,,
50144,Blackburn College,"Carlinville, IL",Sim AI,,,,
49722,Bloomsburg University of Pennsylvania ,"Bloomsburg, PA",price83,,,,
49863,Bluffton College,"Bluffton, OH",Sim AI,,,,
49611,Boise State University,"Boise, ID",murawskb,,,,
49772,Boston College,"Chestnut Hill, MA",champ83,,,,
49826,Bowdoin College,"Brunswick, ME",Sim AI,,,,
50118,Bowie State University,"Bowie, MD",Sim AI,,,,
49993,Bowling Green State University,"Bowling Green, OH",Sim AI,,,,
50157,Bridgewater College (Virginia) ,"Bridgewater, VA",Sim AI,,,,
49813,Bridgewater State College,"Bridgewater, MA",Sim AI,,,,
49579,Brigham Young University,"Provo, UT",bigpoppa85,,,,
49635,Brown University,"Providence, RI",Sim AI,,,,
50100,Bryant University,"Smithfield, RI",Ceph3,,,,
49643,Bucknell University,"Lewisburg, PA",Sim AI,,,,
49795,Buena Vista University,"Storm Lake, IA",Sim AI,,,,
49837,Buffalo State College,"Buffalo, NY",Sim AI,,,,
50013,Butler University,"Indianapolis, IN",Sim AI,,,,
49923,California Lutheran University,"Thousand Oaks, CA",Sim AI,,,,
50060,California Polytechnic State University,"San Luis Obispo, CA",joehonus,,,,
49616,"California State University, Fresno","Fresno, CA",Sim AI,,,,
50058,"California State University, Sacramento","Sacramento, CA",Sim AI,,,,
49728,California University of Pennsylvania,"California, PA",Sim AI,,,,
50146,Capital University,"Columbus, OH",Sim AI,,,,
50176,Carleton College,"Northfield, MN",htbaxter,,,,
49853,Carnegie Mellon University,"Pittsburgh, PA",Sim AI,,,,
50164,Carroll College (Wisconsin),"Waukesha, WI",Sim AI,,,,
50077,Carson-Newman College,"Jefferson City, TN",Sim AI,,,,
49902,Carthage College,"Kenosha, WI",Sim AI,,,,
49854,Case Western Reserve University,"Cleveland, OH",Sim AI,,,,
50078,Catawba College,"Salisbury, NC",Sim AI,,,,
50158,Catholic University,"Washington, DC",veejay,,,,
49796,Central College (Iowa),"Pella, IA",Sim AI,,,,
50042,Central Connecticut State University,"New Britain, CT",Sim AI,,,,
49573,Central Michigan University,"Mount Pleasant, MI",Sim AI,,,,
49697,Central Missouri State University,"Warrensburg, MO",Sim AI,,,,
50094,Central Washington University,"Ellensburg, WA",Sim AI,,,,
49867,Centre College,"Danville, KY",Sim AI,,,,
49734,Chadron State College,"Chadron, NE",whiteshadowe,,,,
49838,Chapman University,"Orange, CA",Sim AI,,,,
49646,Charleston Southern University,"Charleston, SC",Sim AI,,,,
49708,Cheyney University of Pennsylvania ,"Cheyney, PA",thejargon,,,,
49885,Chowan University,"Murfreesboro, NC",Sim AI,,,,
49880,Christopher Newport University,"Newport News, VA",Sim AI,,,,
49924,Claremont McKenna-Harvey Mudd-Scripps Colleges ,"Claremont, CA",Sim AI,,,,
49729,Clarion University of Pennsylvania ,"Clarion, PA",Sim AI,,,,
49907,Clark Atlanta University,"Atlanta, GA",Sim AI,,,,
49761,Clemson University,"Clemson, SC",Sim AI,,,,
49647,Coastal Carolina University,"Conway, SC",Sim AI,,,,
49801,Coe College,"Cedar Rapids, IA",frmrd3coach,,,,
49820,Colby College,"Waterville, ME",Sim AI,,,,
49644,Colgate University,"Hamilton, NY",Sim AI,,,,
50155,College of Mount St. Joseph ,"Cincinnati, OH",Sim AI,,,,
50022,College of the Holy Cross,"Worcester, MA",Sim AI,,,,
50046,College of William and Mary,"Williamsburg, VA",Sim AI,,,,
49844,College of Wooster ,"Wooster, OH",Sim AI,,,,
49932,Colorado College,"Colorado Springs, CO",ham00020,,,,
49735,Colorado School of Mines ,"Golden, CO",Sim AI,,,,
49962,Colorado State University,"Fort Collins, CO",Sim AI,,,,
49636,Columbia University,"New York, NY",displacednyr,,,,
50108,Concord College,"Athens, WV",Sim AI,,,,
50172,"Concordia College, Moorhead ","Moorhead, MN",Sim AI,,,,
49790,Concordia University (Illinois) ,"River Forest, IL",Sim AI,,,,
49760,Concordia University (Wisconsin) ,"Mequon, WI",Sim AI,,,,
49716,"Concordia University, St. Paul ","Concordia, MN",Sim AI,,,,
49802,Cornell College (D-III),"Mt. Vernon, IA",Sim AI,,,,
49641,Cornell University,"Ithaca, NY",Sim AI,,,,
50182,Curry College,"Milton, MA",kb22,,,,
49637,Dartmouth College,"Hanover, NH",Sim AI,,,,
50020,Davidson College,"Davidson, NC",Sim AI,,,,
50156,Defiance College,"Defiance, OH",Sim AI,,,,
50026,Delaware State University,"Dover, DE",Sim AI,,,,
49937,Delaware Valley College,"Doylestown, PA",Sim AI,,,,
49679,Delta State University,"Cleveland, MS",Sim AI,,,,
49849,Denison University,"Granville, OH",Sim AI,,,,
49960,DePaul University,"Chicago, IL",Sim AI,,,,
49868,DePauw University,"Greencastle, IN",Sim AI,,,,
49925,Dickinson College,"Carlisle, PA",Sim AI,,,,
50014,Drake University,"Des Moines, IA",Sim AI,,,,
